player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Josh Hader,Houston Astros,0.03-0.03,$5500,0.42,0.03,0.03,2.31,0,0.3,0.55,0.41,0.15,0.14,0.09,0.18,0.28,1.07,,2.3,BAL @ HOU
Cristian Javier,Houston Astros,0.23-0.25,$8400,2.63,0.23,0.25,4.73,1,0,4.29,4.02,2.4,2.25,0.79,1.56,4.44,1.3,,22.1,BAL @ HOU
Dean Kremer,Baltimore Orioles,0.3-0.32,$8500,2.87,0.3,0.32,4.78,1,0,5.52,5.74,3.21,2.93,0.92,1.67,4.45,1.34,,24.4,BAL @ HOU
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.31,0.02,0.02,2.7,0,0.2,0.38,0.3,0.12,0.11,0.03,0.23,0.27,1.41,,1.7,BAL @ HOU
Erick Fedde,Atlanta Braves,0.35-0.33,$6600,3.3,0.35,0.33,4.87,1,0,5.14,5.14,3.12,2.78,0.73,2.15,3.69,1.42,,21.8,ATL @ CLE
Tyler Kinley,Atlanta Braves,0.02-0.03,$5500,0.29,0.02,0.03,5.32,0,0.26,0.48,0.51,0.31,0.28,0.05,0.27,0.31,1.65,,1.6,ATL @ CLE
Emmanuel Clase,Cleveland Guardians,0.02-0.03,$5500,0.27,0.02,0.03,2.84,0,0.24,0.45,0.37,0.16,0.14,0.02,0.11,0.16,1.04,,1.5,ATL @ CLE
Logan Allen,Cleveland Guardians,0.34-0.39,$7700,3.17,0.34,0.39,4.33,1,0,5.56,5.13,2.96,2.68,0.81,2.09,4.04,1.3,,24.4,ATL @ CLE
Nathan Eovaldi,Texas Rangers,0.33-0.3,$10000,3.03,0.33,0.3,3.46,1,0,5.55,4.73,2.42,2.14,0.6,1.51,5.31,1.12,,30.3,TEX @ TOR
Chris Martin,Texas Rangers,0.02-0.03,$5500,0.29,0.02,0.03,2.53,0,0.25,0.47,0.36,0.14,0.13,0.06,0.08,0.15,0.93,,1.6,TEX @ TOR
Jose Berrios,Toronto Blue Jays,0.27-0.32,$8800,2.92,0.27,0.32,3.88,1,0,5.2,4.85,2.53,2.24,0.77,1.73,4.43,1.26,,25.7,TEX @ TOR
Jeff Hoffman,Toronto Blue Jays,0.02-0.03,$5500,0.29,0.02,0.03,3.93,0,0.25,0.46,0.42,0.22,0.2,0.09,0.14,0.23,1.24,,1.6,TEX @ TOR
Jose Quintana,Milwaukee Brewers,0.32-0.31,$8000,2.91,0.32,0.31,4.31,1,0,5.48,5.3,2.87,2.62,0.8,2.06,3.75,1.34,,23.3,MIL @ CIN
Andrew Abbott,Cincinnati Reds,0.28-0.37,$9500,2.84,0.28,0.37,4.21,1,0,5.77,5.21,2.99,2.7,0.98,1.64,4.75,1.19,,27,MIL @ CIN
Antonio Senzatela,Colorado Rockies,0.23-0.26,$6500,2.08,0.23,0.26,6.38,1,0,4.01,4.43,3.02,2.84,0.62,1.31,2.41,1.43,,13.5,ARI @ COL
Nabil Crismatt,Arizona Diamondbacks,0.19-0.2,$5500,2.4,0.19,0.2,5.81,1,0,3.23,3.33,2.35,2.08,0.39,1.04,2.55,1.35,,13.2,ARI @ COL
Carlos Estevez,Kansas City Royals,0.03-0.03,$5500,0.38,0.03,0.03,2.81,0,0.3,0.56,0.45,0.19,0.17,0.05,0.2,0.26,1.15,,2.1,CHW @ KC
Davis Martin,Chicago White Sox,0.35-0.37,$7400,3.28,0.35,0.37,4.41,1,0,5.55,5.18,3.23,2.72,0.6,1.72,4.02,1.24,,24.3,CHW @ KC
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.24,0.02,0.02,4.5,0,0.2,0.37,0.37,0.2,0.19,0.07,0.19,0.2,1.5,,1.3,CHW @ KC
Ryan Bergert,Kansas City Royals,0.31-0.33,$7500,3.52,0.31,0.33,4.36,1,0,5.16,4.68,2.77,2.5,0.64,1.86,5.01,1.27,,26.4,CHW @ KC
Ryan Pressly,Chicago Cubs,0.03-0.03,N/A,N/A,0.03,0.03,4.23,0,0.29,0.55,0.52,0.28,0.26,0.07,0.21,0.27,1.34,,1.9,PIT @ CHC
Felipe Vazquez,Pittsburgh Pirates,0.02-0.02,N/A,N/A,0.02,0.02,3.3,0,0.21,0.38,0.33,0.15,0.14,0.04,0.14,0.17,1.22,,1.4,PIT @ CHC
Javier Assad,Chicago Cubs,0.29-0.19,$7200,2.96,0.29,0.19,4.2,1,0,4.94,4.52,2.55,2.31,0.7,1.43,3.35,1.2,,21.3,PIT @ CHC
Carmen Mlodzinski,Pittsburgh Pirates,0.17-0.28,$6900,2.35,0.17,0.28,5.35,1,0,4.02,4.13,2.62,2.39,0.61,1.35,3.04,1.36,,16.2,PIT @ CHC
Aroldis Chapman,Boston Red Sox,0.03-0.04,$5500,0.45,0.03,0.04,1.55,0,0.32,0.6,0.4,0.11,0.1,0.04,0.2,0.28,1,,2.5,MIA @ BOS
Garrett Crochet,Boston Red Sox,0.51-0.18,$10800,3.58,0.51,0.18,3.07,1,0,5.95,4.73,2.35,2.03,0.53,1.5,7.15,1.05,,38.7,MIA @ BOS
Janson Junk,Miami Marlins,0.18-0.51,$7100,2.76,0.18,0.51,5.2,1,0,5,5.51,3.31,2.89,0.7,1.46,3.6,1.39,,19.6,MIA @ BOS
Calvin Faucher,Miami Marlins,0.02-0.02,$5500,0.24,0.02,0.02,3.47,0,0.18,0.33,0.29,0.14,0.13,0.03,0.15,0.18,1.32,,1.3,MIA @ BOS
Miles Mikolas,St. Louis Cardinals,0.3-0.32,$6900,3.48,0.3,0.32,3.85,1,0,5.19,5.06,2.41,2.22,0.73,1.15,3.82,1.2,,24,NYY @ STL
Will Warren,New York Yankees,0.34-0.36,$8700,3.29,0.34,0.36,3.89,1,0,5.3,4.83,2.49,2.29,0.49,2.2,5.28,1.33,,28.6,NYY @ STL